gene_a,gene_b,fr_label,sl_label,source_GI_flag,PC9_GI_flag,HeLa_GI_flag,PC9_GI_score,PC9_GI_fdr,HeLa_GI_score,HeLa_GI_fdr
SHOX2,SHOX,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.219757563218374,0.400836291261171,0.297326058086801,0.0426956131987973
FBXL20,FBXL2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.221913659799692,0.481318872615252,-0.272586196588762,0.166660714171171
TBX18,TBX15,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.222603424676772,0.482943275591139,-0.272754512921534,0.285511291136249
ABTB2,BTBD11,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.224218416341486,0.21461817454535,-0.269393084424243,0.029516458616709
EFHD2,EFHD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.224631210324776,0.191640650215044,0.175952468664755,0.119446901709277
TGIF2LY,TGIF2LX,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.226407502735268,0.273019448507443,0.0290843173138486,0.796894961251551
PDE7B,PDE7A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.22706438907063,0.240786248692876,-0.0674913089298418,0.691627394054451
GLB1L,GLB1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.227231249256505,0.381749017504837,-0.12216766050948,0.521714957805916
BTG2,BTG1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.22804809609028,0.39095991714945,-0.120710218158672,0.502303760735889
FCN2,FCN1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.228529501448115,0.240786248692876,0.0893734116794079,0.486641446624954
SLC35E2B,SLC35E2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.228798757745065,0.299291935719394,-0.0765441222071173,0.688191584327471
ZNF146,ZNF260,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.232513225274255,0.229499123513215,0.190412121327834,0.238481805216626
NECAP2,NECAP1,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.234664327952688,0.271771293642759,0.326863636027075,0.0834123328667294
PCK2,PCK1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.234726144477085,0.164055596227397,-0.221200793002679,0.377806085440341
CRYBB3,CRYBB2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.236679689113054,0.169555886567179,0.0837323099833605,0.335574399126209
ITLN2,ITLN1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.238103546724108,0.0774265981212294,0.189639016234966,0.144655257374817
SLC2A7,SLC2A5,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.238115859732966,0.172887238405046,0.0174356877143692,0.918812965261739
ADIPOR1,ADIPOR2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.238953249228516,0.262782669115705,-0.157889289960882,0.19516002775196
DPP9,DPP8,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.240238798201369,0.183349477260435,-0.294483598086672,0.0704513741332156
SAP30L,SAP30,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.240242066283374,0.13762866938861,0.0307751644453437,0.778565553162679
SLC16A1,SLC16A7,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.240898721477722,0.388062857011105,0.340630570663545,0.10479440366025
GAPDHS,GAPDH,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.243010182067657,0.36248992548441,0.103783543674397,0.841926745395752
HSD17B13,HSD17B11,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.24356720299302,0.0879780006506753,0.230350205703672,0.0337947637610909
LRBA,NBEA,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.243858806247029,0.213956667839265,0.0531378542454227,0.757505988134311
ERC2,ERC1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.244049682517279,0.103448870174258,-0.246366932181642,0.189523749047298
SLC5A8,SLC5A12,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.24470971570567,0.0906236015342422,0.366791558945754,0.0253130366652487
DOC2B,DOC2A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.245348782057573,0.367127577551018,0.185914405222543,0.213876187093044
HTR1F,HTR1E,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.245641308571627,0.520534867714484,-0.087267376052624,0.514359675188347
GYS2,GYS1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.246119072315063,0.547180130899587,0.127988917105587,0.555706074545203
RPL39L,RPL39,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.249421007409301,0.343795951335848,0.176543263374902,0.400040242084198
LRRN3,LRRN1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.249436650096598,0.229909649102118,0.144915265211576,0.356999457987831
KCTD15,KCTD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.250311614911584,0.186383081240128,0.0534661595683678,0.758973717158163
MDGA2,MDGA1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.252658539008749,0.262373066197924,0.108830789331335,0.462959701563501
KCNJ11,KCNJ8,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.254295986597923,0.0903251792404103,0.132754696695262,0.375483960816291
SIDT2,SIDT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.255025605042841,0.21595612931114,-0.207655276790788,0.0463729894372626
DDR2,DDR1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.255946110200238,0.213956667839265,-0.078484683790023,0.532788330190782
LHX2,LHX9,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.258495655536272,0.294953286177707,-0.257089698210763,0.00271429494442594
UGT3A2,UGT3A1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.258849517153579,0.395596878290184,0.0830873065530608,0.738226467194986
CDK15,CDK14,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.262988083759084,0.156981598380104,-0.077684509553153,0.654422569536324
A2M,PZP,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.264312561218585,0.13880937463561,-0.154320155933442,0.42461214771291
FARP2,FARP1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.266909473892444,0.0606818822033553,-0.144167706242841,0.104952108616464
CERS6,CERS5,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.267289408610805,0.280597911167917,0.076325781055019,0.754116588410446
SH3BGRL2,SH3BGRL,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.267725766287585,0.180178381001333,0.0117092058837929,0.939386177073696
FEM1C,FEM1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.269011969908695,0.352781363148845,0.067339747936559,0.687893783326639
GPX2,GPX1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.269439351211311,0.31690377031748,-0.18523124150159,0.237480889847403
FAM200B,FAM200A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.270330496312151,0.429175847041206,0.00997478302201282,0.974004868577215
CHPF2,CHPF,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.272310761003421,0.183349477260435,-0.224922950627117,0.266054836085422
ENTPD7,ENTPD4,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.272365328671653,0.0797343270499314,-0.0114730447774247,0.939386177073696
BECN2,BECN1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.272846628536437,0.410714225816282,-0.157946630948223,0.257817791207905
COL4A6,COL4A2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.273826383723797,0.330160087701607,-0.126112372721289,0.311974107506825
TRAPPC6B,TRAPPC6A,FR_negative,True,synthetic_lethal,buffering_in_PC9,SL_in_HeLa,0.273882285122998,0.0956123291799985,-0.562914753335301,0.00373920028510982
CRISP3,CRISP2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.274121351227737,0.139593635808824,0.100592389075342,0.528821138437649
BCL11B,BCL11A,FR_positive,False,buffering,buffering_in_PC9,buffering_in_HeLa,0.276579874153009,0.0142128189945872,0.275900980671544,0.0460296565527878
ATXN3,ATXN3L,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.27667048830729,0.244079558376431,-0.200885466366171,0.310325804540642
TTC30B,TTC30A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.277881751570162,0.153022644641853,0.347843880005791,0.243004041846746
SPOCK3,SPOCK1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.278574024321159,0.346312642406372,-0.105280706347553,0.54585452124157
HOOK3,HOOK1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.279615168538529,0.0545788629652888,-0.0993351192703242,0.433914508122726
ERO1B,ERO1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.281641495050056,0.264846693311057,0.0200423731583865,0.920898737761705
ARHGAP10,ARHGAP26,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.284789914564819,0.193362425855569,-0.0165034975433261,0.942144096874262
ARFGAP2,ARFGAP3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.28494760736803,0.226716673352155,0.30243952165418,0.11106986495179
SLC37A2,SLC37A1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.286076550334834,0.0807427288640289,0.0294017946163896,0.636279029553185
RAB26,RAB37,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.288152667879038,0.176988380970379,0.0532663197418389,0.746907060332988
ATP8B1,ATP8B4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.289736901120902,0.338520492147788,-0.0240045430520115,0.855038126898368
FAM133B,FAM133A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.289806723497394,0.211899969731178,-0.299537186472822,0.264471154368985
DDX43,DDX53,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.29019054951177,0.295891346705242,0.0536379940815052,0.745610818796955
ASIC1,ASIC2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.291049925363939,0.126352005172273,0.0290606210076921,0.890254677059541
OBP2B,OBP2A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.291066232772541,0.144438920510717,0.400371118060584,0.237480889847403
RPRD1B,RPRD1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.294238300899825,0.265360979941034,-0.480555685526214,0.17106747703812
FAM47B,FAM47A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.298082486346249,0.0903251792404103,0.0263545996046795,0.855038126898368
SLC6A19,SLC6A18,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.299992194894845,0.13880937463561,0.0260999941099566,0.939565667944299
MSI2,MSI1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.30257429877917,0.21461817454535,0.0463370313188659,0.781272388966406
PKNOX2,PKNOX1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.307371248304295,0.139593635808824,-0.115298029290336,0.439839043250995
PTPN14,PTPN21,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.307468372351384,0.186887928549062,0.227089688958056,0.0246338356485969
E2F5,E2F4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.308936802743727,0.236288263485817,0.225332817736855,0.323928800613562
GSTO2,GSTO1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.309466309214003,0.271652997413348,-0.0274678438580457,0.915751994758567
LCE3E,LCE3D,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.310356082540961,0.442491374908994,0.153065185329214,0.377806085440341
NUMBL,NUMB,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.310709087004525,0.0895650594896148,0.227257589714126,0.144655257374817
STXBP5L,STXBP5,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.311100549843965,0.216657565768558,-0.104135964586602,0.468686070623177
CELF2,CELF1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.311319659149021,0.0665169877399334,0.12604162004755,0.488689619657158
AQP12A,AQP12B,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.312067956751344,0.009042223736678,0.104411295846622,0.562758264562851
RASGRF2,RASGRF1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.312678352217444,0.364151895466134,0.079401110382878,0.745610818796955
TBC1D22B,TBC1D22A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.315286050966764,0.0885146131947055,-0.306692410473071,0.073664641603128
MGAT4B,MGAT4A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.318985764299519,0.226968451008819,-0.155480927503344,0.371071383115465
DENND6B,DENND6A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.320123740901328,0.307680606109284,-0.119379945591756,0.55209226065763
IGFL3,IGFL2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.320737305080758,0.208017654912078,0.0685567316045512,0.730017580907386
CHRNA10,CHRNA9,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.321062222015044,0.260902260757338,-0.125130486542896,0.480648175125941
JAG2,JAG1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.321963109792873,0.191640650215044,-0.106813777544259,0.474443569429093
FN3KRP,FN3K,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.322683282856616,0.193956454980592,0.067159992729094,0.663703818637663
TSPAN4,TSPAN9,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.326725540201988,0.0544802663068899,0.117302294914896,0.418727872496367
YY2,YY1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.328192455764684,0.248747602214228,-0.0487207109531668,0.795176532743431
KIF3C,KIF3B,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.328820507232475,0.0813769946255765,0.0991480468203978,0.660862247969056
COX7B2,COX7B,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.330341620832821,0.37794170366336,0.0896974447331081,0.843815903244551
ALG1L,ALG1L2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.332128810868449,0.721353826593016,-0.488662765408675,0.468686070623177
TOR1B,TOR1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.332554350416448,0.296806462625762,-0.419793479226826,0.0192105932657552
GREB1L,GREB1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.333058978384874,0.0296995238942616,0.198186679687694,0.10479440366025
DPP4,FAP,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.335519461992199,0.151377291177801,-0.120662787463427,0.373113915821648
IL1RAPL2,IL1RAPL1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.337839752628102,0.194738629555741,-0.151012517659258,0.394061401786033
RGS7,RGS6,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.337950966727269,0.307680606109284,0.251676385431006,0.306207657116401
FBXO25,FBXO32,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.340702488338899,0.129905353265095,0.560555413791443,0.0100491529548042
EFR3B,EFR3A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.341253712944463,0.067768280419321,0.0054836209821211,0.965711832394977
BTRC,FBXW11,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.343782271837366,0.460434985544526,-0.472487871898639,0.236430181930312
PRKAA2,PRKAA1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.34491154324192,0.20437966994299,-0.0864395192543044,0.551016981305533
RGS19,RGS17,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.346149465246231,0.132227082065068,0.079989093822009,0.730017580907386
TRAPPC3L,TRAPPC3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.347772348587441,0.183646331313001,0.0190434661378782,0.960769784696402
DENND5B,DENND5A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.348004301869148,0.00485864860344608,-0.0997153784068576,0.502303760735889
RAB27B,RAB27A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.349084123488377,0.0762049896640204,0.0623324191210084,0.654497016000009
FAM102B,FAM102A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.350314055645769,0.240786248692876,-0.0535779397565489,0.795358940064585
L3MBTL2,MBTD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.351645779892735,0.316369143192622,0.0477916993110636,0.832305884095854
MTSS1L,MTSS1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.35180461250474,0.0280291785984897,0.0971793175166074,0.587050855710298
EIF4E1B,EIF4E,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.351974258874674,0.220928649255106,0.332035305094608,0.028591050685594
NDUFA4L2,NDUFA4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.352490180671464,0.194738629555741,0.0658033200525287,0.435175493358614
SPTAN1,SPTA1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.354479903743577,0.0875500502074337,-0.0153809476952053,0.920898737761705
MSX2,MSX1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.35492548873517,0.0846608460157326,-0.0126481883711999,0.913147633689776
SEMA5B,SEMA5A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.360994799384157,0.193362425855569,0.120630022192268,0.357947030829839
HEXB,HEXA,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.361334094923052,0.0198553339563296,-0.0224266801509726,0.873235627877283
RAD23B,RAD23A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.363022424514437,0.225177851782058,-0.24323698513228,0.302523175752597
HSD3B2,HSD3B1,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.364485569785704,0.194062410662292,0.309396921592013,0.0239464461183069
MMD2,MMD,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.364791933527512,0.0189017669537701,0.0622611752914906,0.841425348610244
OCM2,OCM,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.371413867665414,0.0700113403463171,0.25691073345832,0.243004041846746
SOX14,SOX21,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.371507182660474,0.0700113403463171,0.0628002830865456,0.730017580907386
TRIM9,TRIM67,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.372004096939789,0.15350059404962,0.515013694682481,0.0571507137137977
ESRP2,ESRP1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.373203866342123,0.0700113403463171,-0.00405959655235926,0.97401545205769
LTF,TF,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.375370705794465,0.35819879949224,-0.104748277642831,0.619475606809286
MOAP1,PNMA1,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.376039714250212,0.257816820900764,0.3534046789741,0.0529500849010528
TPTE2,TPTE,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.380835137777227,0.0359707244431107,0.105563093529935,0.507026053590206
RCBTB2,RCBTB1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.38089203480527,0.0774265981212294,-0.0438009243556151,0.898905233937162
ERLIN2,ERLIN1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.38891375621089,0.184463666659778,0.0782870110116459,0.774343748783638
GXYLT2,GXYLT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.389844890793492,0.172887238405046,-0.415404837413637,0.17106747703812
GALNT1,GALNT13,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.390723306028265,0.216657565768558,0.132180599498882,0.469266763036373
TGFB3,TGFB2,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.393106337439348,0.0879780006506753,-0.11106620072703,0.377806085440341
CASQ2,CASQ1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.393151691566571,0.139593635808824,-0.22855532482759,0.0959455742194411
DIRAS2,DIRAS1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.396825700590886,0.00854149385110398,0.183329675737428,0.249849289600969
MEGF11,MEGF10,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.397676511702722,0.0172644113914888,0.0830222932798718,0.687893783326639
RNF121,RNF175,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.400313913405018,0.012471385132969,0.051637820988275,0.7056756122285
BCAT2,BCAT1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.409231779160267,0.0200007872791986,-0.00787215344390394,0.942144096874262
MAN2A2,MAN2A1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.414072611119696,0.125830514388479,-0.073192484513287,0.585257825104069
OGDHL,OGDH,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.414584629041443,0.0846608460157326,0.19292164402183,0.127926086890585
FSD1L,FSD1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.415692205031524,0.0943431275449739,-0.0719119684948733,0.781272388966406
CDH2,CDH4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.42174987793307,0.132592190128507,-0.0254774673991222,0.926218541494506
SLC25A13,SLC25A12,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.423471380387492,0.009042223736678,0.0486480813314614,0.654793591234716
ZNF300,ZNF630,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.425565568847321,0.111523866578304,-0.00824899559890265,0.951159086727449
FAM168B,FAM168A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.428135598397887,0.00840760632394137,0.179576837834881,0.188484238569255
FAR2,FAR1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.436716918861894,0.110909980691515,-0.0262989386161694,0.841425348610244
CBR3,CBR1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.440612697954485,0.0497887517593467,-0.0442091817491434,0.770087867958551
ST8SIA4,ST8SIA2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.441147569064167,0.338654065087654,0.287672800567543,0.246959053363789
HEATR5B,HEATR5A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.449322138690849,0.213956667839265,0.107039670452201,0.784674214625672
KIF21B,KIF21A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.449992319067477,0.0110907085208473,-0.0916186886291913,0.730017580907386
RPEL1,RPE,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.45191576760748,0.31690377031748,0.0380105453715011,0.960769784696402
CHP2,CHP1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.463314147119682,0.0647636856770689,-0.252871308392111,0.0393584700592103
SRGAP2C,SRGAP2B,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.466631375362609,0.0131364514739187,0.425469075748648,0.177961687861698
DST,MACF1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.467523514036079,0.0522113539123482,-0.235194786261877,0.0956979703954997
FAM9C,FAM9B,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.477204893160328,0.109157893854118,-0.0836642486646661,0.700347907509416
LIN28B,LIN28A,FR_positive,False,buffering,buffering_in_PC9,buffering_in_HeLa,0.478786247326513,0.0286085467107444,0.367119843248283,0.0460296565527878
ARHGEF6,ARHGEF7,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.483418234889984,0.236288263485817,-0.134407368217551,0.488166344758778
IL36G,IL36A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.485132703975619,0.0993232717215812,0.212931312982906,0.237480889847403
ACTA2,ACTG2,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.486583980935501,0.0664027683200892,-0.0385528325841813,0.812416118580615
TWF2,TWF1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.491259290724219,0.183349477260435,-0.378130688470267,0.104491792585005
AK3,AK4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.499504140352995,0.147051699149722,-0.0229250669827855,0.926559385403665
MAB21L2,MAB21L1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.524445104370165,0.0221689307001366,0.0044686220975386,0.984954094108547
RCAN3,RCAN2,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.533429394889911,0.0846608460157326,-0.125960566031383,0.527011565260235
HAND2,HAND1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.534300240768278,0.00469262529607357,-0.0523720586712891,0.649982851299354
ICK,MAK,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.534396129119613,0.0896577129161692,0.0358892520455239,0.855038126898368
FRYL,FRY,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.545014857709243,0.0280291785984897,-0.137609343520582,0.551262458231494
PDE6H,PDE6G,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.54567251686284,0.00290224447068119,-0.0956671324138366,0.619621494716428
SLC25A36,SLC25A33,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.548281874264637,0.161750025308605,-0.00578252623555064,0.957697108334782
FEZF2,FEZF1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.552855365062207,0.00290224447068119,0.180062780387389,0.370123200434612
CAP2,CAP1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.556000828873882,0.00279847666249804,-0.280461554293237,0.332518327881287
DEFB131B,DEFB131A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.556026836794774,0.00684696131060639,-0.127172170500155,0.393077493560587
UQCRHL,UQCRH,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.568226841579214,0.0903251792404103,0.046964266732079,0.889681996799004
CASP5,CASP4,FR_positive,False,buffering,buffering_in_PC9,buffering_in_HeLa,0.571597808668965,0.00684696131060639,0.381702409610635,0.0385740579667996
USP13,USP5,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.573447731897152,0.0406891780681938,-0.024487995676355,0.939565667944299
BTBD10,KCTD20,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.586023929198522,0.00476638670999158,-0.214528769057214,0.251978872533626
CPEB4,CPEB3,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.588968772246113,0.0125912332454636,-0.182763361719915,0.0332791875500847
HARS2,HARS,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.611451950100637,0.151905453871138,0.290905006991468,0.408369018365552
SATB2,SATB1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.612221869290767,0.260918501548825,0.231542673985791,0.164436252228626
CYP26C1,CYP26B1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.622529073632567,0.0345753992147102,0.0407542687768421,0.871500856715614
NIPAL1,NIPA2,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.627276096608747,0.0700113403463171,0.0521793967527278,0.673254913256158
NBPF3,NBPF15,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.658132317055433,0.135078324176892,0.566268776197073,0.330976016204642
PDE1B,PDE1A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.665166147569062,0.00434771918329734,-0.145785153050304,0.3994462674697
CYP4Z1,CYP4X1,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.682004278626558,0.0611905178077313,-0.0240622874030957,0.853727137165554
ACTL6A,ACTL6B,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.728780438457897,0.0296995238942616,-0.388876992424971,0.0334716379659348
CLEC4C,CLEC6A,FR_positive,False,buffering,buffering_in_PC9,neither_in_HeLa,0.748590418085466,0.000488524264108664,0.0699861192939191,0.78967319184277
